first_name,salary,sex,age,dob,country,job,review,sentiment,longitude,latitude
Douglas,211906,F,62,1958-08-10,Lesotho,Theatre manager,Join water question contain man. Soon common blue.,Neutral,109.753373,22.504925
Michelle,140712,M,89,1931-12-10,Tajikistan,"Engineer, petroleum",Describe country board different wide able. Speech could its art head stage.,Neutral,-46.682865,78.757888
William,220192,F,36,1984-01-20,Fiji,Lexicographer,Million general could. Fast conference north worry able fill future.,Neutral,43.425517,-43.8816525
Zachary,96011,M,0,2020-09-28,Belize,"Therapist, art",Together design myself break next follow. Bed like recognize close fine.,Negative,-29.241472,-31.460468
Jim,234317,M,1,2019-03-26,Tajikistan,Waste management officer,Explain purpose final everything save course.,Positive,103.579371,86.759284
Tracy,40278,M,103,1917-01-24,Lesotho,Hydrogeologist,Owner kind message bill already with our.,Positive,-30.471763,49.7144
James,55519,F,6,2014-06-03,Fiji,Lexicographer,Customer fish sell public. Popular whom rule rest almost use page.,Positive,6.438868,78.002017
Jennifer,151952,M,102,1918-12-16,Fiji,"Physicist, medical",Race read act travel space describe onto interest.,Neutral,-157.451719,55.4679585
Michael,86202,F,76,1944-11-06,Tajikistan,Lexicographer,Suggest everyone teach total simple mother morning.,Neutral,-12.073551,-40.090473
Joshua,131273,F,91,1929-02-09,Fiji,Catering manager,Question common state change. Throughout include value fact item on.,Positive,63.51084,68.317583
Julia,137446,M,111,1909-03-14,Fiji,Catering manager,Loss since act industry feel. Reason police bag break.,Neutral,59.971731,34.79497
Meagan,150354,M,36,1984-10-06,Fiji,"Engineer, petroleum",Involve couple over. Expect west in easy their firm common.,Neutral,73.838508,-13.930938
Jessica,240420,F,83,1937-03-06,Belize,"Programmer, applications",Trouble investment party every money society. Cut program early another.,Neutral,56.014343,-23.5814125
David,213573,F,114,1906-04-24,Gibraltar,Hydrogeologist,Mean anyone sense bad traditional. Responsibility economy world hotel one.,Positive,13.097768,-57.676887
Veronica,160792,F,37,1983-12-24,Belize,Theatre manager,Simple hold himself. Popular get consider smile meeting project.,Negative,-1.405879,78.395469
John,112684,F,86,1934-08-12,Gibraltar,Lexicographer,Edge company direction talk system likely.,Positive,24.590508,-49.717632
Carrie,76138,F,36,1984-05-16,Tajikistan,Theatre manager,Animal anything suggest heart edge crime most. Deal remember finally remain.,Positive,-22.455779,49.3910235
Joseph,66591,F,85,1935-07-19,Lesotho,"Physicist, medical",Use well book seat information chair number.,Positive,179.831915,-0.047776
Carlos,103003,M,101,1919-12-15,Tajikistan,Waste management officer,Black cell catch activity door with. Picture cover change mention.,Negative,-50.854797,-8.276627
Cody,40578,M,96,1924-04-27,Gibraltar,Theatre manager,Have morning event other.,Neutral,-108.758353,-79.8152185
Susan,178033,M,43,1977-02-14,Belize,Catering manager,Art body themselves modern improve product around.,Positive,116.298975,-74.4157055
Philip,139506,M,5,2015-04-09,Lesotho,"Programmer, applications",Smile drug view already. Home loss computer cup court news.,Positive,173.708087,42.8293215
Jill,134788,M,41,1979-08-23,Belize,"Programmer, applications",Wide above necessary yourself happen TV.,Negative,-132.138522,-2.1654955
Caroline,178090,M,44,1976-06-07,Gibraltar,"Engineer, petroleum",Age senior east baby allow rest late. Knowledge continue call woman respond.,Negative,132.532232,27.249961
Betty,188050,F,68,1952-07-11,Fiji,"Therapist, art",Recently age assume game available. Enjoy check city service.,Negative,2.165006,-24.9817255
Robert,143959,M,93,1927-12-09,Tajikistan,"Programmer, applications",House body above any major by office air.,Negative,104.85067,-69.8754215
Michelle,138904,M,78,1942-11-20,Tajikistan,"Programmer, applications",Able fly have a policy system education. Whom record focus.,Negative,51.597414,-41.125117
Christina,242245,F,80,1940-01-29,Belize,"Programmer, applications",Help beat already including. Would news exist help event.,Negative,3.655785,-40.2631655
Anita,228450,F,47,1973-10-11,Gibraltar,Catering manager,Could various half good. Long today nor.,Negative,-45.648365,59.238394
John,89356,M,91,1929-01-11,Fiji,Catering manager,Bag bed build state understand past stock.,Positive,-38.920894,16.973032
Danny,120051,M,7,2013-07-23,Lesotho,Catering manager,Fight wonder year range no exist determine concern.,Positive,114.325641,-86.209758
Beverly,43664,M,48,1972-07-16,Fiji,Waste management officer,Care later so top prevent actually. Measure human maybe look like no another.,Positive,159.844626,15.507707
Pamela,243430,F,78,1942-03-03,Fiji,Catering manager,Feeling item movement international ability factor.,Negative,115.692058,-29.048021
Joseph,234414,F,65,1955-08-09,Fiji,"Physicist, medical",Speech marriage enough report weight that. Above suggest low trade cut.,Neutral,-136.030309,20.1004965
Gregory,221019,F,1,2019-08-08,Tajikistan,Hydrogeologist,Street must home two sister bank data.,Negative,-100.064997,-19.552888
Johnny,79223,M,113,1907-02-07,Belize,Hydrogeologist,Process near too show produce follow yet. Hundred important sound factor area.,Neutral,-10.465172,-42.245107
Jessica,168153,F,51,1969-08-27,Fiji,"Therapist, art",Call something television. Employee new into without knowledge door.,Negative,-11.315603,51.3749925
Leslie,146811,F,78,1942-02-02,Lesotho,"Engineer, petroleum",Represent same view significant chance service blood.,Neutral,166.060304,58.4457455
Tyler,30697,M,13,2007-06-18,Tajikistan,"Programmer, applications",Sort few cut trade expert. Contain foot food gas hour.,Neutral,76.100886,28.5593005
Teresa,237328,F,52,1968-03-27,Fiji,Theatre manager,Cultural free forward road. Tonight administration bring.,Neutral,86.016883,-16.728592
Marcus,130018,F,23,1997-02-25,Lesotho,"Therapist, art",Who cut instead star care edge than. Ready ok west ready federal.,Neutral,20.114545,-73.511724
Eric,198301,F,74,1946-01-04,Gibraltar,Waste management officer,Agreement character against sign degree almost.,Neutral,148.336077,-38.8506405
Michele,150663,F,12,2008-12-08,Tajikistan,Waste management officer,Side environmental local loss American democratic activity order.,Positive,-133.033667,-47.272298
Albert,59800,F,9,2011-05-22,Belize,"Engineer, petroleum",Test nor crime he dog continue. Drug myself list even but.,Neutral,-79.410592,-37.0643045
Earl,133632,F,21,1999-09-05,Belize,"Engineer, petroleum",Successful first police indeed. Million look part first.,Negative,48.499831,-85.6940395
Chad,187418,F,105,1915-06-14,Gibraltar,Hydrogeologist,Medical investment wall group up president. Race north spring ahead thank gas.,Positive,-60.324208,84.715091
Daniel,215806,M,40,1980-10-13,Gibraltar,Theatre manager,More them since fire affect four people.,Negative,-98.499669,44.376527
Joshua,247174,M,69,1951-12-31,Fiji,Waste management officer,Exist wall fire stay. Myself lay two friend big hard. People edge former scene.,Negative,-53.66358,-85.174857
Cynthia,214649,F,1,2019-12-30,Tajikistan,Waste management officer,Effort keep pull apply hand ability scientist.,Negative,-161.310847,29.758214
Nicole,140581,F,4,2016-08-09,Fiji,Waste management officer,Maybe appear statement bad. Type sister rock reduce accept stuff.,Positive,77.693714,-89.7214155
Marcia,161383,M,49,1971-01-09,Gibraltar,"Engineer, petroleum",Central forward west. House president bed article.,Positive,-132.867753,-56.0294585
Travis,151892,M,35,1985-10-03,Fiji,Theatre manager,Although reach officer today. Alone treat change learn people national night.,Neutral,-65.690412,59.5431825
Christina,120841,F,106,1914-01-27,Lesotho,Catering manager,Change hour foot real southern wife item.,Neutral,-161.018663,61.542256
Renee,110456,M,77,1943-07-12,Lesotho,Hydrogeologist,Per style suggest truth new. Life crime financial he.,Neutral,60.225463,-27.7285725
Alicia,168123,M,52,1968-03-01,Fiji,Hydrogeologist,Statement foreign fall. Term move second prove heavy.,Neutral,129.917292,-34.1773425
Marcus,234183,F,23,1997-04-25,Belize,Waste management officer,Region school entire government bag customer stand.,Neutral,121.710802,30.8242735
Michael,151443,M,56,1964-09-20,Belize,"Engineer, petroleum",Often answer newspaper economic part magazine term television.,Positive,160.287581,-85.578972
Jeffrey,248085,F,91,1929-01-05,Gibraltar,Theatre manager,Finish matter officer purpose spend cost radio. As real view financial.,Neutral,-173.875203,-40.6712005
Zachary,58526,F,55,1965-11-13,Gibraltar,Hydrogeologist,Hot many someone eight. Education not language instead site.,Negative,-163.743295,-41.5615135
David,38979,M,45,1975-04-01,Tajikistan,Theatre manager,Once leave per worry game something almost.,Positive,37.659607,50.7066985
Brandon,200740,F,67,1953-04-02,Fiji,"Engineer, petroleum",Time how administration yet heavy almost next. Put relationship whom billion.,Negative,58.387498,-47.4561965
Christopher,66616,M,89,1931-10-18,Lesotho,Hydrogeologist,Guess past bar quality region note themselves. Begin care whom receive first.,Negative,-72.281893,-47.335342
Amber,84398,M,83,1937-04-21,Belize,"Programmer, applications",Bill thought foot address various. Share first party. Off end occur season.,Positive,12.221248,43.0089115
Melissa,125669,F,71,1949-08-27,Belize,Theatre manager,Him less but individual. Recognize program meeting walk late field now.,Neutral,136.783606,-69.5958595
Jason,64336,M,100,1920-01-18,Tajikistan,"Engineer, petroleum",Face recent bit operation policy around toward.,Positive,98.409152,-38.9583925
Brian,54079,F,33,1987-02-25,Lesotho,"Physicist, medical",Dinner force soldier arm yourself arrive size.,Neutral,15.767831,25.495528
Jennifer,187148,M,25,1995-09-07,Gibraltar,Lexicographer,Necessary available article town. How meeting his many consider.,Negative,-112.597629,7.684228
Angela,214551,F,110,1910-03-27,Belize,"Physicist, medical",Change seek such shake traditional likely wrong purpose.,Negative,-120.627738,-77.8580915
Anthony,120102,M,104,1916-08-24,Fiji,"Programmer, applications",Huge range worker your. Other safe respond live. During born then.,Positive,-96.445192,87.2367395
Stacy,211805,M,31,1989-10-31,Lesotho,"Engineer, petroleum",Skin usually degree much nothing too. Feeling drop just stuff customer.,Neutral,163.785049,36.826502
Lydia,220580,M,19,2001-05-20,Fiji,Waste management officer,Scene apply material radio find ball eye.,Neutral,-139.126671,-81.0067415
Gabriel,221759,F,37,1983-05-07,Tajikistan,Lexicographer,Five on newspaper need money blue apply.,Neutral,14.103613,85.659495
Alexander,249187,M,40,1980-10-28,Fiji,"Programmer, applications",Happen attorney police space already citizen current.,Positive,-64.299717,77.352224
April,176830,M,58,1962-11-10,Fiji,Waste management officer,Foreign lawyer east author. Clear edge third five experience director various.,Positive,178.608493,-18.22704
Alexis,152313,M,75,1945-10-05,Lesotho,Lexicographer,Analysis factor window senior although believe ask. Realize stock drop.,Positive,95.514449,58.213863
Diane,65040,F,31,1989-04-18,Tajikistan,"Engineer, petroleum",But walk way beat eat. Benefit staff forward where.,Positive,-79.985027,-70.571794
Heather,82747,F,53,1967-12-15,Tajikistan,"Programmer, applications",Interest war billion represent science alone thousand. Buy a benefit radio may.,Negative,-29.134044,-6.982726
Gregory,111988,F,49,1971-08-09,Fiji,Theatre manager,Behavior find back son bag Mrs. My election participant sure watch.,Negative,155.886489,31.70804
Kyle,137078,F,114,1906-10-17,Fiji,Waste management officer,Minute both interest hair interview husband.,Neutral,14.561726,-26.0145835
Dennis,228070,M,71,1949-09-11,Belize,"Therapist, art",Several find yeah for though physical.,Neutral,-151.792869,65.4250515
Heather,111248,M,23,1997-08-15,Lesotho,Lexicographer,Impact financial blood your someone age. Also have life range reveal card.,Negative,156.761543,42.518408
Jane,186341,F,82,1938-11-29,Gibraltar,Theatre manager,Like recently would nice administration century strategy.,Negative,-128.85748,-43.7251905
Sheila,106384,F,30,1990-07-03,Tajikistan,"Engineer, petroleum",Democratic old represent yet increase simple. Fire time area skin such.,Negative,151.008144,-36.7868635
David,54732,F,66,1954-03-07,Gibraltar,"Physicist, medical",Contain argue minute food good. Future trial special answer young contain.,Positive,97.100949,23.4163485
Brian,49389,F,115,1905-07-05,Tajikistan,Hydrogeologist,Miss many agreement claim. Price suffer direction and now choose.,Positive,107.288863,-75.244691
Alex,80347,M,58,1962-05-11,Tajikistan,Lexicographer,Owner college again line general similar increase white.,Neutral,15.196066,49.0790035
Charles,81972,M,14,2006-12-31,Fiji,Waste management officer,Take line pressure. According seat foreign against after.,Neutral,87.697493,-65.9726755
Cameron,99682,F,84,1936-03-03,Gibraltar,Theatre manager,Answer news sit near edge since. Red change evening Congress movement contain.,Neutral,167.990367,-60.095876
Karen,91602,M,4,2016-01-12,Belize,Waste management officer,Husband property special think. Product wish say month law treatment.,Positive,-167.763067,-43.3887335
Jose,146443,F,57,1963-11-25,Tajikistan,"Engineer, petroleum",Audience company behavior. Hear leader why every reveal bit.,Negative,-117.559227,33.014635
Sandra,82810,M,4,2016-02-25,Lesotho,Theatre manager,Movie opportunity sit standard new.,Neutral,-89.141965,-59.051483
Sharon,47738,F,64,1956-03-19,Gibraltar,Hydrogeologist,Factor project just store interesting.,Positive,109.371095,-43.2349315
Wesley,112299,F,27,1993-05-23,Tajikistan,"Engineer, petroleum",Class world rest local carry social each close. Mrs idea father say.,Positive,164.97606,17.9006245
Benjamin,82442,M,38,1982-07-20,Gibraltar,Lexicographer,Middle behavior coach age seek. This south ready similar.,Positive,-65.998143,48.8625245
Melanie,100122,F,103,1917-03-25,Belize,"Engineer, petroleum",Less about newspaper reveal well environmental. Current over view.,Neutral,4.377625,4.8400175
Luis,210336,F,47,1973-03-18,Gibraltar,Waste management officer,Some above issue whether officer marriage cup. Walk eight play why should.,Negative,-152.314271,-83.7878015
Jennifer,195180,M,48,1972-01-31,Belize,"Therapist, art",Stuff amount seven activity. Serve body several stop say side cover.,Neutral,-62.029402,74.4141335
Jeffrey,227060,F,79,1941-08-07,Lesotho,Hydrogeologist,Participant these else will. Century network smile plan week claim.,Neutral,17.780087,-17.2798015
Michael,86756,M,19,2001-04-19,Fiji,"Programmer, applications",Adult resource rich hope. Begin film visit throughout. Man member there.,Negative,68.336804,-20.47778
Elizabeth,37181,M,84,1936-11-17,Gibraltar,"Therapist, art",Like PM admit serious something hospital size mention.,Negative,-145.712304,-9.522418
Deborah,106283,F,38,1982-11-01,Belize,"Engineer, petroleum",Better prove heavy more every degree environment.,Positive,-120.768376,36.096792
Teresa,184452,F,101,1919-08-26,Gibraltar,Theatre manager,Age lead theory speak financial explain activity space. Meeting food cut care.,Negative,-78.377496,-4.7845995
James,119902,M,11,2009-10-14,Lesotho,Lexicographer,Serious prove these management already figure.,Negative,58.82725,-44.6711225
Tammy,160516,F,24,1996-09-09,Belize,Lexicographer,Region help from trip. It commercial hope marriage effort.,Positive,-32.796504,34.080372
Sean,73277,M,2,2018-09-24,Fiji,Hydrogeologist,Arrive should as. Food wind need. Care crime turn east.,Negative,107.433496,-60.4137275
Nancy,244414,M,64,1956-10-26,Fiji,"Engineer, petroleum",Stand car wind share realize decade.,Positive,69.530682,70.426712
Robert,229761,F,12,2008-01-09,Lesotho,"Therapist, art",Seem everything top ago dream. Head step single politics kid arrive itself.,Negative,-92.134757,69.686398
Cindy,232873,M,99,1921-09-30,Fiji,"Programmer, applications",Hundred religious nature manage. Increase rule last.,Neutral,93.040602,-36.5190985
Jessica,48662,F,11,2009-11-28,Belize,"Therapist, art",Direction college here of day expert song ready.,Neutral,-17.292054,-76.614352
William,248160,M,48,1972-03-11,Belize,"Programmer, applications",Generation feel story use could look own.,Positive,76.797623,-28.4534115
Samantha,39502,F,73,1947-11-11,Belize,"Therapist, art",Increase compare town although. Affect since whole receive care.,Negative,0.896699,8.4174055
Robert,83623,F,70,1950-09-23,Fiji,"Engineer, petroleum",Light citizen well suffer ground push water.,Negative,133.687562,59.5240345
James,199469,M,22,1998-03-22,Fiji,Hydrogeologist,None able many task dream. Around whether start must. If wide media wish.,Positive,-106.630318,-16.055852
Tina,50308,F,23,1997-06-24,Fiji,"Programmer, applications",Industry by girl a Republican yes. Piece hand choose over act.,Neutral,108.289753,63.8774925
David,59790,F,89,1931-04-07,Belize,Catering manager,Discover world message travel law. Interest help center student dark market.,Positive,-140.981784,17.495814
Kenneth,137542,M,77,1943-04-21,Fiji,Hydrogeologist,Girl far be relate daughter trip yard. Per must hotel leg say next.,Positive,61.300093,12.6530155
Latoya,76491,F,66,1954-12-08,Lesotho,Waste management officer,Free realize child traditional treat.,Neutral,-157.098631,-16.450614
Frances,113357,F,2,2018-01-08,Gibraltar,Theatre manager,Key activity this actually skill.,Negative,-91.326819,22.308481
Tracy,121128,F,115,1905-03-16,Belize,Waste management officer,Particularly describe beat off. Century just personal its.,Negative,-138.591475,-41.7269845
Monica,232224,F,18,2002-08-27,Fiji,Lexicographer,State look city leave reach. Space pay itself month position action indeed.,Positive,-149.890344,53.9468855
James,126186,F,22,1998-10-01,Belize,Hydrogeologist,Establish another present environmental move understand. Day thought big.,Positive,-71.476166,47.195302
Dana,46770,F,37,1983-09-28,Belize,Waste management officer,Line authority deep simple policy probably. Believe only summer.,Negative,31.261495,76.0789795
Donald,226161,F,26,1994-12-30,Fiji,"Programmer, applications",Fly know sort gas thus detail bad. Generation food performance peace student.,Positive,-89.270999,9.9660815
Leonard,144743,F,30,1990-08-31,Lesotho,Theatre manager,With close color indicate. Since time contain service.,Negative,-126.262225,83.4185615
Jessica,217971,M,88,1932-08-06,Tajikistan,"Engineer, petroleum",Eight box buy appear consumer. Job a page air.,Negative,72.92037,77.321658
David,234766,F,86,1934-07-21,Gibraltar,Hydrogeologist,Short security report near mouth part mission value. Heavy ten each then.,Neutral,176.065653,-13.811672
Lawrence,198913,F,77,1943-02-04,Gibraltar,Theatre manager,Set by scene number physical fact. Why budget ball mouth cost.,Positive,156.781538,-71.482982
Amanda,95520,M,35,1985-05-21,Fiji,"Programmer, applications",Sing central wide open. Score room myself professor of better western in.,Negative,-42.054689,-86.857768
Dan,42154,M,92,1928-12-29,Tajikistan,Waste management officer,So human spend forward face institution space.,Negative,84.724714,3.8278725
Donna,134818,F,81,1939-05-02,Belize,Hydrogeologist,None much strategy. Group trial himself story plan beat.,Negative,-24.508794,46.2962
Nicholas,98069,M,11,2009-12-10,Belize,"Therapist, art",Unit help behind bed. Book school service drug success past stand.,Neutral,-69.905824,-18.8881775
Rebecca,247201,M,50,1970-05-27,Fiji,Theatre manager,Produce form turn kitchen scene across.,Neutral,-100.532549,-47.943705
Andrew,31894,M,58,1962-07-11,Lesotho,"Physicist, medical",Clearly democratic help stand avoid program. Debate eat situation address in.,Neutral,100.491438,-31.265007
Jasmine,58343,F,75,1945-12-18,Tajikistan,Hydrogeologist,Area activity appear work ability until.,Negative,156.444539,4.77463
Wendy,157084,F,101,1919-07-23,Tajikistan,"Programmer, applications",Form onto race onto head. Say Democrat finally deep weight. Blood well appear.,Neutral,47.56375,-38.7030005
Maria,89336,F,61,1959-12-16,Fiji,Catering manager,Top statement purpose push partner there. Husband improve must effort pretty.,Negative,-46.805773,60.2310035
Phillip,240392,F,55,1965-08-18,Belize,Lexicographer,Wide accept tonight article. Single military end each talk apply final.,Neutral,155.706858,-9.366444
Michele,209439,M,19,2001-11-20,Belize,Waste management officer,Girl almost air nature million fill receive.,Positive,131.162446,49.634238
Karen,65535,F,81,1939-01-19,Fiji,Hydrogeologist,Behavior head trade wonder large report. Lead key picture follow buy.,Neutral,44.960868,-78.8457505
Sarah,112652,F,19,2001-03-24,Belize,Catering manager,Table movie among half. Sister level serve nothing.,Negative,1.477379,8.472553
Amanda,215711,F,30,1990-11-05,Lesotho,"Therapist, art",On carry increase leader community time.,Neutral,-33.951678,49.301586
Tammy,216590,F,67,1953-02-05,Belize,Theatre manager,Language or special marriage step cause run.,Negative,178.201872,87.345351
Paige,90999,M,31,1989-08-08,Tajikistan,"Therapist, art",Stand west time lot test east. Memory teach back.,Positive,105.442429,63.8184155
Judy,64744,M,34,1986-12-28,Fiji,Lexicographer,Great economic well night system writer figure. Prevent one story.,Neutral,167.93491,-64.0345515
Joshua,178518,F,17,2003-01-30,Fiji,"Therapist, art",Type next friend claim class hundred. Open bit maybe though hard five.,Neutral,-7.291752,34.323404
Kristina,248458,M,66,1954-05-26,Tajikistan,Waste management officer,Computer possible measure win officer from trial send.,Positive,21.759863,-53.027672
Jacob,146782,F,74,1946-01-23,Tajikistan,Hydrogeologist,Less fund room model interest positive early.,Negative,-121.300299,87.257346
Dillon,239249,F,36,1984-07-13,Belize,"Programmer, applications",Simply defense director environmental. Catch big memory boy think.,Neutral,-145.874289,-28.5309585
Suzanne,151027,F,95,1925-01-09,Gibraltar,Hydrogeologist,Politics bad page heavy how.,Neutral,-5.250175,-48.333663
Justin,130907,F,57,1963-03-27,Gibraltar,"Physicist, medical",Their shake organization probably room. Box parent too this across.,Neutral,149.13362,6.7609055
Christina,217665,F,92,1928-05-06,Tajikistan,"Programmer, applications",Your discuss attack project city. Happen court its thousand.,Neutral,77.138492,-28.9170735
John,46311,F,115,1905-05-17,Belize,Catering manager,Staff war effort police big health science.,Negative,62.482643,-70.9446055
Bradley,50201,M,108,1912-11-22,Fiji,"Programmer, applications",Mr several which lot. Not me director high of. Major shake face anyone.,Neutral,72.251299,-56.3299455
Alexandra,199371,F,35,1985-06-02,Lesotho,"Therapist, art",Various effort eye stock admit happen.,Neutral,88.520388,-20.1398115
Jennifer,217903,M,72,1948-07-15,Fiji,Hydrogeologist,Girl bank show. Remember then include grow.,Positive,43.392724,-22.537582
Russell,228829,F,5,2015-02-07,Lesotho,"Programmer, applications",Term catch whose seek garden. Hard record truth task live five usually.,Positive,17.922535,-87.288692
Steven,39319,F,94,1926-09-11,Belize,Theatre manager,Step society factor value. Move fight control order.,Negative,-131.477144,-88.9194815
Steven,144166,F,81,1939-12-21,Gibraltar,"Therapist, art",End money true including. American subject boy school onto quality break.,Positive,122.227951,-31.3167895
Anthony,228568,M,18,2002-08-04,Gibraltar,Waste management officer,Build agent establish crime. Low safe help sit hair seek.,Positive,152.187399,30.8868935
Marissa,188079,M,60,1960-07-21,Belize,Lexicographer,Believe laugh market. Laugh crime section network clearly finish market.,Positive,22.694906,31.1434825
Julie,52664,F,29,1991-03-18,Belize,Lexicographer,At above notice stay. Investment record name trade.,Neutral,-59.052952,-80.8104085
Lisa,192679,M,100,1920-05-05,Belize,Catering manager,Then only wall six. Amount born happen charge least. Break fly Mr glass order.,Neutral,21.992292,59.3704465
Kara,212340,F,90,1930-10-05,Tajikistan,Theatre manager,Quickly response doctor perform watch contain with event.,Negative,-139.145393,67.9108155
Anthony,54097,F,112,1908-04-05,Fiji,"Physicist, medical",Resource think first trade state. Gas against white right away traditional.,Positive,14.362763,35.6759145
Andrew,96777,F,46,1974-08-19,Tajikistan,"Programmer, applications",They energy main meet head find off home. Include town politics.,Negative,-144.342982,19.6251645
Amy,81408,M,77,1943-12-16,Fiji,Theatre manager,Which current item else. Care organization word.,Neutral,100.544399,84.9632545
Susan,171820,F,54,1966-04-24,Lesotho,"Physicist, medical",Experience those it generation seven financial section.,Positive,-177.792222,4.39172
Christopher,103200,F,4,2016-02-28,Fiji,"Engineer, petroleum",Attorney since kitchen. Happy image no blood. Hard ago as start help reduce.,Neutral,-144.067185,37.1487005
Glenda,176791,M,65,1955-10-06,Belize,Lexicographer,High international show administration surface.,Neutral,52.005883,44.473655
Caitlyn,143264,M,9,2011-04-03,Belize,Hydrogeologist,Candidate score arm visit. Must it military create them occur word.,Positive,112.223538,29.0349005
Joshua,43616,F,49,1971-08-08,Gibraltar,Waste management officer,Character science trouble fast family recent. West wear bag.,Neutral,139.493191,-57.935477
Charles,93531,F,35,1985-03-17,Lesotho,"Engineer, petroleum",Toward gas take job good general. When opportunity however seven clearly.,Negative,-9.651526,-74.154745
Tyler,39098,F,17,2003-05-06,Fiji,"Engineer, petroleum",Quality later affect property number nature think.,Neutral,12.528576,-16.235165
Stephen,200080,F,105,1915-01-17,Belize,Theatre manager,Ball often building age us officer traditional.,Neutral,30.762021,37.3356155
Gerald,152365,M,109,1911-02-26,Fiji,"Programmer, applications",Bag our type put what eat voice rise.,Positive,-161.219505,79.36551
Rachel,151086,F,102,1918-10-06,Fiji,Catering manager,Growth degree game choose. Give professional read all.,Negative,-145.821104,-42.6354665
Evan,36437,F,96,1924-04-15,Belize,"Engineer, petroleum",Role there operation candidate entire above.,Positive,35.723964,32.8610175
Matthew,146141,F,85,1935-08-06,Fiji,"Engineer, petroleum",Can certain strong total. Easy care its throughout.,Positive,-130.086518,60.6107005
Angela,100684,F,70,1950-08-31,Lesotho,Lexicographer,Top usually medical see parent room likely.,Negative,103.594033,2.891568
Sarah,190502,M,5,2015-06-28,Fiji,"Engineer, petroleum",Nothing about scientist score. Claim apply support science.,Positive,81.719038,-59.753977
Amanda,61510,M,115,1905-06-24,Lesotho,Catering manager,Customer everything inside amount eat writer. Certain paper lay again.,Positive,128.291178,47.6341425
Joseph,162737,F,19,2001-08-19,Tajikistan,"Engineer, petroleum",From then thing apply. Responsibility method career design manager board write.,Negative,-178.589183,-70.010129
Hannah,153965,F,69,1951-02-09,Tajikistan,"Programmer, applications",Standard strong environmental home focus issue.,Negative,-23.861564,-51.7326255
Nicole,82722,M,12,2008-04-24,Gibraltar,"Engineer, petroleum",Only pay three capital book trouble. Out difference much pay dark.,Neutral,158.931826,86.7872675
Sean,87001,M,110,1910-05-07,Gibraltar,Catering manager,Form discuss star current. Phone maybe watch into hundred situation.,Negative,-136.800899,-41.4108835
Cory,49512,F,15,2005-11-16,Tajikistan,"Programmer, applications",Dinner public follow building onto although.,Neutral,-23.240202,67.116212
Kelly,126110,M,86,1934-12-12,Belize,"Therapist, art",Account like build play. Agency personal according suggest resource.,Positive,45.550187,86.352308
Bruce,91501,F,63,1957-02-14,Tajikistan,"Physicist, medical",Success employee necessary avoid stuff major.,Negative,79.693766,-12.1630715
Laura,220832,F,9,2011-07-05,Belize,Hydrogeologist,Draw so believe end two success TV condition.,Negative,-127.311032,-9.482699
Susan,105160,M,95,1925-03-20,Belize,"Physicist, medical",Generation history institution like such different pretty.,Neutral,121.011672,-3.891685
Wendy,191432,F,36,1984-04-09,Fiji,"Engineer, petroleum",Least dog front organization industry. Reason rise west already major paper.,Negative,-174.397926,-29.4129035
Sandra,91226,F,70,1950-02-20,Belize,"Programmer, applications",Black all travel. Mission produce live remain his us increase.,Neutral,-176.774092,40.056106
Christian,97111,F,4,2016-09-25,Gibraltar,"Physicist, medical",Smile certainly focus cold tree. Health notice any economic this task.,Positive,-87.595598,-12.2992035
David,48524,F,84,1936-03-14,Fiji,Hydrogeologist,Tree strategy agree imagine technology card.,Neutral,-59.538077,-31.307981
Aaron,184978,F,1,2019-01-04,Gibraltar,"Therapist, art",Agreement three consider run stop want bag.,Positive,-132.606008,-59.950695
Stephanie,179995,F,67,1953-05-14,Belize,Hydrogeologist,Establish loss whose my visit off ever. Sort stand say.,Positive,-75.714034,42.073532
Matthew,173584,M,94,1926-05-16,Fiji,Catering manager,Out small at reveal shoulder. Nearly reason another direction show pattern.,Negative,178.59178,66.9307355
Chelsea,174747,F,28,1992-08-21,Belize,"Therapist, art",Improve energy give image. Inside nothing sport marriage his network.,Negative,-49.300469,81.616147
Matthew,108218,M,5,2015-03-15,Belize,"Programmer, applications",Term interview street bed position great hour.,Negative,-28.967105,40.673036
Megan,247070,F,108,1912-06-29,Tajikistan,Waste management officer,A option fine movie light state. Few hit general. Democrat form actually child.,Positive,-158.352773,-73.545758
Brian,159949,F,79,1941-07-19,Lesotho,Hydrogeologist,Put range present side son woman cell. Different see best miss.,Neutral,5.867154,37.0831805
Kendra,78754,M,26,1994-09-09,Lesotho,Theatre manager,A future establish else. Cost lose hotel his machine issue.,Negative,152.572871,67.5155595
Kelly,175239,M,32,1988-03-06,Gibraltar,Waste management officer,Development cause everybody lot. Cause deal want. Class already benefit four.,Negative,78.52694,34.8628815
Taylor,187880,F,53,1967-06-12,Belize,"Therapist, art",Think blood within way. Old wife middle sense blue real.,Positive,-149.025396,48.4998605
Nicole,79927,M,49,1971-04-04,Tajikistan,Lexicographer,Could beyond east change station group. Hold character certain.,Positive,170.79557,-1.462522
Brandon,176868,M,48,1972-08-28,Belize,Waste management officer,Huge far effect fast take discover.,Positive,-61.329495,-52.8184395
Ann,154430,F,91,1929-11-16,Gibraltar,Theatre manager,Responsibility others deal could. Top lead back manage scientist.,Negative,-92.995111,-29.5892015
